Account Owner,Territory Name,Fit Score,Priority,Account ID,Account Name,Website,Annual Revenue,Current E-Commerce Platform,Industry,Sales Notes,Engagment Approach,Owner/ Driver,"Featured Campaigns, Events & Webinars",Revenue Plays,Comments
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002fOoqiQAC,Surf Sail Australia,surfsailaustralia.com.au,"USD 5,581,000",Custom Build,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002kTv0oQAC,Custom Neon USA,customneon.com,"USD 5,576,000",Adobe Commerce (Magento),Construction & Industrial,,Outbound Motions,Shina,Select,Select,Duplicate accounts - raised SF support case (00130436) to merge accounts. 0018V00002kTv0oQAC to be main account with 001OG00000kHNbrYAG as the duplicate.
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002qysrXQAQ,Miles Nelson Architectural Hardware,http://miles-nelson.com,"USD 5,573,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHaD8QAK,Boat Books Australia,boatbooks-aust.com.au,"USD 5,567,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002czmlgQAA,booshi.com.au,http://booshi.com.au,"USD 5,564,000",Squarespace,Services,#May22zoominfo,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002cz7I0QAI,spartanelectrical.com.au,spartanelectrical.com.au,"USD 5,564,000",BigCommerce,Construction & Industrial,#May22zoominfo,Outbound Motions,Shina,Select,Select,"Primarily retail/showroom focus with the option to purchase their appliances online.
- Shina, 13 Feb 2026"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002lHa73QAC,Pellows,pellows.com.au,"USD 5,560,000",WooCommerce,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002qytAtQAI,G.A.S.,gas.kiwi,"USD 5,557,000",Squarespace,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHZeEQAW,Aceben,http://aceben.com.au,"USD 5,550,000",WooCommerce,"Banking, Finance, Insurance",,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHPfQQAW,SPL,splwashrooms.co.nz,"USD 5,548,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHJ9iYAG,Amber Jars,amberjars.com.au,"USD 5,542,240",Other,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHZwjQAG,Erotic Jewellery,eroticjewellery.com,"USD 5,541,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHZakQAG,Edstein Creative Pty,http://edstein.com.au,"USD 5,524,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,001OG00000kH85zYAC,Creswick,creswickwool.com,"USD 5,522,968",Shopify Plan Advanced/Basic,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00001DSyvsYAD,Platinum Hire,http://platinumhire.co.nz,"USD 5,518,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00001DSj9eYAD,C B Norwood Distributors,http://cbnorwood.co.nz,"USD 5,516,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002qytVIQAY,5 Star Timbers,5startimbers.com.au,"USD 5,507,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,001OG000016MuDLYA0,lornajane,lornajane.nz,"USD 5,502,148",Shopify Plan Advanced/Basic,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002qytNgQAI,Camerons Blinds & Awnings,cameronsblinds.com.au,"USD 5,502,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHK56QAG,Super Liquor Holdings,superliquor.co.nz,"USD 5,500,000",Other,Alcohol,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002nCSaHQAW,Caddy Storage,caddystorage.com.au,"USD 5,497,000",WooCommerce,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002czek8QAA,Wild Earth,wildearth.com.au,"USD 5,495,000",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002lHZR1QAO,Dedece,dedece.com,"USD 5,493,000",,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHa0oQAC,Placid Pools Pty Ltd,placidpools.com.au,"USD 5,473,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHZQmQAO,TIMFA Office Furniture,timfabusinessfurniture.com.au,"USD 5,462,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00001DSn2jYAD,International Barcodes,internationalbarcodes.net,"USD 5,462,000",,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002dGztQQAS,Big Music Australia,bigmusicshop.com.au,"USD 5,461,000",Adobe Commerce (Magento),Education,#SDR-NBClosedLostList,Outbound Motions,Shina,Select,Select,"Mannys.com.au is their ecommerce site, part of Sound Bay group that are headless already on 1 Plus contract with 3 brand storefronts"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000kHS0XYAW,Mobi2Go,mobihq.com,"USD 5,453,588",Other,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHZJuQAO,Carroll Australasia Pty. Ltd.,carroll.com.au,"USD 5,446,000",Adobe Commerce (Magento),Construction & Industrial,,Outbound Motions,Shina,Select,Select,Construction and industrial products
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHZlDQAW,Bimbadgen,http://bimbadgen.com.au,"USD 5,441,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002edP0xQAE,Glamour Living,glamourliving.com.au,"USD 5,441,000",Other,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002lHY0sQAG,Ram Equipment,ramequipment.com.au,"USD 5,441,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSruzYAD,Jakes Jungle Gallery,jjungle.co.nz,"USD 5,431,000",,Gifts & Collectibles,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00001DSr8HYAT,IGK Capital,igk.com,"USD 5,428,000",,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002ecYVtQAM,Abacus Educational Suppliers,abacused.com.au,"USD 5,419,000",Adobe Commerce (Magento),Stationery & Office Supplies,,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002lHZXKQA4,Federal Workwear,federalworkwear.com.au,"USD 5,417,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHZyHQAW,All Flooring Solutions,http://allflooringsolutions.com.au,"USD 5,414,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000y95lQYAQ,Shekel (ASX:SBW),http://shekel.ai,"USD 5,411,832",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHZpHQAW,Uncle Bobs Bakery,http://unclebobs.com.au,"USD 5,411,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZ1JQAW,New Edition,newedition.com.au,"USD 5,409,000",,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSm8BYAT,Evoker - Premium Physiotherapy Services,http://evokerpps.com.au,"USD 5,405,000",,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002hE8RkQAK,Kenz Designs,kenzdesigns.com.au,"USD 5,401,000",Shopify Plan Advanced/Basic,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002dH69fQAC,Lindy,lindy.com.au,"USD 5,400,000",Adobe Commerce (Magento),Electronics & Gadgets,,Outbound Motions,Shina,Select,Select,"No contacts enriched, CRM enriched contacts from other ""Lindy"" businesses, not the same company"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHaDgQAK,Pets Wonderland,petswonderland.com.au,"USD 5,396,000",BigCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHZyNQAW,Steelmark,steelmark.com.au,"USD 5,393,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHaC4QAK,Ngenious Floriade,ngenious.com.au,"USD 5,389,000",WooCommerce,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHZ16QAG,EDsys Computers,edsys.com.au,"USD 5,389,000",WooCommerce,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHaRPQA0,Westside Packaging Systems Australia,westsidepackaging.com.au,"USD 5,387,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002qytf6QAA,Backsafe Australia,backsafeaustralia.com.au,"USD 5,384,000",Custom Build,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002czdujQAA,Mishkah,mishkah.com.au,"USD 5,382,000",Adobe Commerce (Magento),Other,,Outbound Motions,Shina,Select,Select,Reviewed - about to launch on Shopify Basic plan
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002lHZweQAG,Anthonys Fine Jewellery,anthonys.com.au,"USD 5,381,000",WooCommerce,Jewelry,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00001DSgkOYAT,Beauline International,beauline.nz,"USD 5,380,000",Squarespace,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHaCXQA0,Petology,petology.com.au,"USD 5,370,000",WooCommerce,Animals & Pet Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002qyt2IQAQ,Twisted Frozen Yoghurt,twistedyoghurt.com.au,"USD 5,363,000",Other,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHYMUQA4,Nine Eleven Bottleshop,nineelevenbottleshop.com.au,"USD 5,362,000",Other,"Banking, Finance, Insurance",,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHa2aQAC,Base Camp Training,basecampfit.com,"USD 5,355,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002qytC4QAI,Able Fix Fasteners | Ablefix Pty Ltd,ablefix.com.au,"USD 5,333,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00001DSiFpYAL,Buana Satu,buanasatu.wordpress.com,"USD 5,323,000",,Gifts & Collectibles,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,001OG00001DSyjCYAT,Phil's Motorcycles,http://philsmotorcycles.co.nz,"USD 5,316,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002hDL1mQAG,QCC Hospitality Supplies,qcc.com.au,"USD 5,312,000",Custom Build,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002qytPgQAI,Chrismont,http://chrismont.com.au,"USD 5,311,000",Other,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00001DSjObYAL,Chairs Direct,chairsdirect.co.nz,"USD 5,308,000",Squarespace,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHa0ZQAS,The Packaging Place,packagingplace.com.au,"USD 5,306,000",Other,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHY47QAG,Waterways Products (Aust.) Pty.,waterwaysproducts.com.au,"USD 5,305,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DT5stYAD,Undieology,undieology.co.nz,"USD 5,301,000",,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00001DSfvWYAT,Auckland Camera Centre,aucklandcamera.co.nz,"USD 5,295,000",WooCommerce,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002lHZolQAG,THE STANDARD MARKET COMPANY,http://tsmc.com.au,"USD 5,281,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHcz1YAC,Skydive Geronimo,http://skydivegeronimo.com.au,"USD 5,280,138",WooCommerce,Entertainment,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00001DT6lqYAD,Water Closet,watercloset.co.nz,"USD 5,280,000",,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHaaUQAS,City Cpap,citycpap.com.au,"USD 5,279,000",Other,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00001DSrTgYAL,Waimauku Village Pharmacy,waimaukuvillagepharmacy.co.nz,"USD 5,273,000",,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002lHaHMQA0,ANIBOU.,anibou.com.au,"USD 5,272,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002qyta2QAA,Italia Ceramics,italiaceramics.com.au,"USD 5,263,000",Squarespace,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHY0gQAG,Egnaa LLC. -KSA,egnaa.com,"USD 5,261,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002qytIyQAI,Milestone Chemicals,http://milestonechemicals.com.au,"USD 5,255,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,0018V00002lHQrWQAW,Office Products Depot New Zealand,opd.co.nz,"USD 5,254,000",Custom Build,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,001OG00001DSjhzYAD,Cilek Children’s Furniture,cileknewzealand.com,"USD 5,251,000",,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002qytU9QAI,Football Queensland,footballqueensland.com.au,"USD 5,243,000",Custom Build,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHY0PQAW,Terrace Floors + Furnishings,terracefloors.com.au,"USD 5,243,000",Adobe Commerce (Magento),Furniture,,Furniture Pilot,Lane,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002qytVGQAY,SAFCO AUSTRALIA PTY. LTD.,safcoaustralia.com.au,"USD 5,236,000",WooCommerce,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00001DT0kPYAT,Rollos Marine,http://rollosmarine.co.nz,"USD 5,235,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002idvw9QAA,Bowden's Own,bowdensown.com.au,"USD 5,234,000",Other,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSfvYYAT,Auckland Motors,http://aucklandmotors.co.nz,"USD 5,234,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHZplQAG,b clinic,bclinic.com.au,"USD 5,234,000",WooCommerce,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002dHNDNQA4,Edisons,edisons.com.au,"USD 5,232,000",Adobe Commerce (Magento),Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002d0Ig8QAE,QIS Packaging,qispackaging.com.au,"USD 5,226,000",Custom Build,Construction & Industrial,#ANZtop150,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00001DShDRYA1,Island Stone NZ,http://islandstone.co.nz,"USD 5,222,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002e9bKHQAY,MobileCiti,mobileciti.com.au,"USD 5,219,000",Adobe Commerce (Magento),Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00001DSoWvYAL,Gardencrete Products & Services,gardencrete.co,"USD 5,215,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,High,0018V00002lHZGqQAO,Old Bus Depot Markets,obdm.com.au,"USD 5,215,000",WooCommerce,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00001DSNJ7YAP,Chatfield Engineering,http://chatfieldmarine.com,"USD 5,212,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002mfgMEQAY,Hairco Online,shophairco.com.au,"USD 5,205,000",BigCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002dxeY3QAI,The Bicycle Store,bicyclestore.com.au,"USD 5,201,000",Adobe Commerce (Magento),Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002ieWrgQAE,Clock Shop,clockshop.com.au,"USD 5,193,000",Other,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002qythhQAA,Agronico,agronico.com.au,"USD 5,192,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,001OG000015zSbzYAE,Dermalogica Australia,http://dermalogica.com.au,"USD 5,185,736",Shopify Plan Advanced/Basic,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002sP6sYQAS,Acme & Co,acmecups.com,"USD 5,184,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHa1ZQAS,Rochway Probiotics,rochway.com.au,"USD 5,184,000",Adobe Commerce (Magento),Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002lHZMkQAO,Oak Barrel,oakbarrel.com.au,"USD 5,184,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002lHZcdQAG,Wagga Blind & Awning Centre,waggablinds.com.au,"USD 5,176,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002qytf9QAA,Brooks Equipment Sales,http://brooksequipment.com.au,"USD 5,173,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,0018V00002lHLbnQAG,Canterbury Office Furniture,http://cof.co.nz,"USD 5,165,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002lHZQrQAO,Time 4 Timber,time4timber.com.au,"USD 5,159,000",,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002lHPeaQAG,Able Appliances,http://ableappliances.co.nz,"USD 5,159,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Medium,001OG0000197VLzYAM,au.callawaygolf.com,au.callawaygolf.com,"USD 5,157,094",Other,Art & Photography,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSzBFYA1,Power Farming Invercargill,http://powerfarminginvercargill.co.nz,"USD 5,157,000",,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002qytM0QAI,Auto Parts Group,autopartsgroup.com.au,"USD 5,154,000",Custom Build,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002lHZTjQAO,The Christmas Cart,thechristmascart.com.au,"USD 5,152,000",Adobe Commerce (Magento),Gifts & Collectibles,,Outbound Motions,Shina,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHPg4QAG,Floorwise,floorwise.co.nz,"USD 5,143,000",Adobe Commerce (Magento),Construction & Industrial,,Outbound Motions,Shina,Select,Select,
